,name,price,sex,jewel_type,brand,material,color,index,age,income
1194,Bracelet Rosso Amante.,65,Men,Bracelet,Rosso Amante,Stainless Steel,White,3818,34,<=50K
1195,Stavros Rosso Amante.,35,Men,Cross,Rosso Amante,Stainless Steel,White,2583,31,<=50K
1196,Bracelet Rosso Amante.,29,Men,Bracelet,Rosso Amante,Stainless Steel,White,3008,32,>50K
1197,Bracelet Rosso Amante.,59,Men,Bracelet,Rosso Amante,Stainless Steel,White,2156,30,<=50K
1198,Bracelet Rosso Amante.,32,Men,Bracelet,Rosso Amante,Stainless Steel,White,4630,37,>50K
1199,Bracelet Rosso Amante.,29,Men,Bracelet,Rosso Amante,Stainless Steel,White,3536,34,>50K
1200,Bracelet Rosso Amante.,39,Men,Bracelet,Rosso Amante,Stainless Steel,White,4173,35,>50K
1201,Bracelet Rosso Amante.,65,Men,Bracelet,Rosso Amante,Stainless Steel,White,2945,32,<=50K
1202,Bracelet Rosso Amante.,29,Men,Bracelet,Rosso Amante,Stainless Steel,White,3895,35,<=50K
1203,Bracelet Rosso Amante.,79,Men,Bracelet,Rosso Amante,Stainless Steel,White,2632,31,<=50K
1204,Stavros Rosso Amante.,65,Men,Cross,Rosso Amante,Stainless Steel,White,5093,38,>50K
1205,Tweezers Lily and Rose,45,Women,Accessories,Lily & Rose,Brass,White,1609,28,<=50K
1206,Tweezers Lily and Rose,45,Women,Accessories,Lily & Rose,Brass,White,6886,44,<=50K
1207,Earrings Tear Lily and Rose Sofia,55,Women,Earrings,Lily & Rose,Brass,White,3050,32,<=50K
1208,Necklace Tear Lily and Rose Emmylou,50,Women,Necklaces,Lily & Rose,Brass,Rose,608,25,<=50K
1209,Earrings Rings Lily and Rose Queen Sheba,80,Women,Earrings,Lily & Rose,Brass,Rose,5549,39,>50K
1210,Necklace Rosette Lily and Rose Petite Miss Sofia,35,Women,Necklaces,Lily & Rose,Brass,White,656,25,<=50K
1211,Earrings Lily and Rose Lucia,45,Women,Earrings,Lily & Rose,Brass,Rose,6657,43,<=50K
1212,Necklace Tear Lily and Rose Amelie / Crystal,35,Women,Necklaces,Lily & Rose,Brass,Gold,5262,38,>50K
1213,Necklace Tear Lily and Rose Emmylou / Silk,50,Women,Necklaces,Lily & Rose,Brass,White,43,22,<=50K
1214,Necklace Lily and Rose Miss Queen Sheba,35,Women,Necklaces,Lily & Rose,Brass,Gold,6874,44,<=50K
1215,Bracelet Lily and Rose Petite Miss Sofia / Light sapphire,35,Women,Bracelet,Lily & Rose,Brass,Gold,6949,45,>50K
1216,Earrings Lily and Rose Miss Queen Sheba,29,Women,Earrings,Lily & Rose,Brass,Gold,560,24,<=50K
1217,Earrings Rings Lily and Rose Petite Sheba,35,Women,Earrings,Lily & Rose,Brass,Gold,511,24,<=50K
1218,Earrings Lily and Rose Miss Miranda / Diamond grey,35,Women,Earrings,Lily & Rose,Brass,Gold,1117,27,>50K
1219,Earrings Rings Lily and Rose Petite Sheba,55,Women,Earrings,Lily & Rose,Brass,Rose,3410,33,<=50K
1220,Earrings PDPAOLA Core Gold.,45,Women,Earrings,PDPAOLA,Silver,Gold,3881,35,>50K
1221,Earrings PDPAOLA Buzz Gold,49,Women,Earrings,PDPAOLA,Silver,Gold,7801,49,<=50K
1222,Monoch Ring,175,Women,Ring,Haritidis,Gold 14ct.,Gold,3431,33,<=50K
1223,Bracelet with prank,270,Women,Bracelet,Haritidis,Gold 14ct.,Gold,7549,48,<=50K
1224,Bracelet with prank,145,Women,Bracelet,Haritidis,Gold 14ct.,Gold,7595,48,<=50K
1225,Bracelet hearts,150,Women,Bracelet,Haritidis,Gold 14ct.,Gold,3035,32,<=50K
1226,Bracelet princess,160,Women,Bracelet,Haritidis,Gold 14ct.,Gold,2851,32,>50K
1227,Bracelet godmother,135,Women,Bracelet,Haritidis,Gold 14ct.,Gold,2264,30,<=50K
1228,Stavros female,260,Women,Cross,Haritidis,Gold 14ct.,White,5239,38,<=50K
1229,Stavros female,245,Women,Cross,Haritidis,Gold 14ct.,Gold,4876,37,<=50K
1230,Bracelet woman,210,Women,Bracelet,Haritidis,Gold 14ct.,White,4916,37,>50K
1231,Earrings rosette,150,Women,Earrings,Haritidis,Gold 14ct.,White,2676,31,<=50K
1232,Earrings rosette,150,Women,Earrings,Haritidis,Gold 14ct.,Gold,2329,30,<=50K
1233,Necklace rosette,115,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1169,27,<=50K
1234,Earrings tear,220,Women,Earrings,Haritidis,Gold 14ct.,Gold,5809,40,<=50K
1235,Earrings tear,220,Women,Earrings,Haritidis,Gold 14ct.,White,7532,47,<=50K
1236,Necklace tear,155,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1179,27,<=50K
1237,Necklace tear,155,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2375,30,<=50K
1238,Necklace tear,155,Women,Necklaces,Haritidis,Gold 14ct.,White,7145,46,>50K
1239,Earrings tear,135,Women,Earrings,Haritidis,Gold 14ct.,White,4080,35,<=50K
1240,Earrings tear,135,Women,Earrings,Haritidis,Gold 14ct.,Gold,5292,39,>50K
1241,Ring women's,100,Women,Ring,Haritidis,Gold 14ct.,Gold,1252,27,<=50K
1242,Ring women's,100,Women,Ring,Haritidis,Gold 14ct.,Rose,2059,29,<=50K
1243,Pendant pair of with diamond,620,Women,Pendant,Haritidis,Gold 18ct.,Gold,4865,37,<=50K
1244,Pendant with meanders & diamond,780,Women,Pendant,Haritidis,Gold 18ct.,Gold,5135,38,<=50K
1245,Pendant Star her Vergina,880,Women,Pendant,Haritidis,Gold 18ct.,Gold,6307,42,>50K
1246,Stavros with sapphires & diamonds,1050,Women,Cross,Haritidis,Gold 18ct.,Rose,5296,39,>50K
1247,Earrings Rosette-Tear,360,Women,Earrings,Haritidis,Gold 14ct.,White,5407,39,<=50K
1248,Squirrel with pearls,260,Women,Earrings,Haritidis,Gold 14ct.,Gold,7315,46,<=50K
1249,Earrings rings,280,Women,Earrings,Haritidis,Gold 14ct.,Gold,6353,42,>50K
1250,Necklace with diamonds,370,Women,Necklaces,Haritidis,Gold 18ct.,White,4053,35,>50K
1251,Necklace with diamonds,420,Women,Necklaces,Haritidis,Gold 18ct.,White,3215,33,<=50K
1252,Earrings with diamond,850,Women,Earrings,Haritidis,Gold 18ct.,White,77,22,<=50K
1253,Necklace with diamonds,490,Women,Necklaces,Haritidis,Gold 18ct.,White,736,25,<=50K
1254,Earrings with diamond,800,Women,Earrings,Haritidis,Gold 18ct.,White,5319,39,<=50K
1255,Earrings with diamond,600,Women,Earrings,Haritidis,Gold 18ct.,White,4152,35,<=50K
1256,Ring with topaz,1000,Women,Ring,Haritidis,Gold 18ct.,White,3787,34,<=50K
1257,Ring halfway,820,Women,Ring,Haritidis,Gold 18ct.,White,1116,27,>50K
1258,Ring with sapphire,3590,Women,Ring,Haritidis,Gold 18ct.,White,2927,32,<=50K
1259,Ring halfway,1300,Women,Ring,Haritidis,Gold 18ct.,White,3803,34,<=50K
1260,Stavros female,250,Women,Cross,Haritidis,Gold 14ct.,White & Rose,2555,31,<=50K
1261,Stavros with diamonds,580,Women,Cross,Haritidis,Gold 18ct.,White & Gold,2025,29,<=50K
1262,Stavros with diamonds,680,Women,Cross,Haritidis,Gold 18ct.,Gold,3885,35,<=50K
1263,Stavros with diamonds,620,Women,Cross,Haritidis,Gold 18ct.,Gold,6883,44,<=50K
1264,Stavros with diamonds,1050,Women,Cross,Haritidis,Gold 18ct.,Gold,1185,27,<=50K
1265,Stavros with diamonds,580,Women,Cross,Haritidis,Gold 18ct.,Rose,6994,45,<=50K
1266,Ring with diamonds & spinell,1230,Women,Ring,Haritidis,Gold 18ct.,Rose,6852,44,<=50K
1267,Ring with emeralds & diamonds,1530,Women,Ring,Haritidis,Gold 18ct.,Rose,7688,48,>50K
1268,Necklace with diamonds & sapphires,1450,Women,Necklaces,Haritidis,Gold 18ct.,White,6871,44,>50K
1269,Ring with diamonds,1910,Women,Ring,Haritidis,Gold 18ct.,White,2997,32,<=50K
1270,Stavros with diamonds,1650,Women,Cross,Haritidis,Gold 18ct.,White,2174,30,<=50K
1271,Stavros with diamonds,1180,Women,Cross,Haritidis,Gold 18ct.,Rose,4989,38,<=50K
1272,Stavros with diamonds,1050,Women,Cross,Haritidis,Gold 18ct.,White,7891,50,>50K
1273,Stavros with diamonds,1050,Women,Cross,Haritidis,Gold 18ct.,Rose,7410,47,>50K
1274,Stavros with diamonds,1190,Women,Cross,Haritidis,Gold 18ct.,Rose,7905,50,<=50K
1275,Stavros with diamonds,1650,Women,Cross,Haritidis,Gold 18ct.,Rose,6880,44,<=50K
1276,Necklace with diamonds,1290,Women,Necklaces,Haritidis,Gold 18ct.,Gold,6071,41,<=50K
1277,Necklace with diamonds & emeralds,2000,Women,Necklaces,Haritidis,Gold 18ct.,Gold,1105,27,<=50K
1278,Earrings with diamonds,3150,Women,Earrings,Haritidis,Gold 18ct.,Gold,3331,33,<=50K
1279,Earrings with diamonds,2800,Women,Earrings,Haritidis,Gold 18ct.,Gold,5033,38,<=50K
1280,Ring with sapphires,2300,Women,Ring,Haritidis,Gold 18ct.,Rose,5639,40,>50K
1281,Ring with sapphires,2000,Women,Ring,Haritidis,Gold 18ct.,Rose,7540,48,<=50K
1282,Ring with diamonds & emerald,1800,Women,Ring,Haritidis,Gold 18ct.,Rose,1536,28,<=50K
1283,Ring spiral with diamonds & sapphires,2100,Women,Ring,Haritidis,Gold 18ct.,Rose,307,23,<=50K
1284,Ring with diamonds & emerald,1600,Women,Ring,Haritidis,Gold 18ct.,Rose,5236,38,<=50K
1285,Ring with diamonds & spinell,1450,Women,Ring,Haritidis,Gold 18ct.,Rose,3268,33,<=50K
1286,Ring with diamonds & sapphires,1700,Women,Ring,Haritidis,Gold 18ct.,White,2342,30,<=50K
1287,Ring with diamonds & spinell,1700,Women,Ring,Haritidis,Gold 18ct.,Rose,4787,37,<=50K
1288,Ring with diamonds,5900,Women,Ring,Haritidis,Gold 18ct.,White,3287,33,>50K
1289,Ring women's,100,Women,Ring,Haritidis,Gold 14ct.,Gold,3571,34,>50K
1290,Monoch Ring,900,Women,Ring,Haritidis,Gold 18ct.,White,5430,39,<=50K
1291,Necklace riviera tear,1250,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7318,46,>50K
1292,Stavros with diamonds,620,Women,Cross,Haritidis,Gold 18ct.,White,2350,30,<=50K
1293,Stavros with diamonds,510,Women,Cross,Haritidis,Gold 18ct.,Gold,886,26,<=50K
1294,Ring halfway,875,Women,Ring,Haritidis,Gold 18ct.,Gold,1166,27,>50K
1295,Ring with Tanzanite,850,Women,Ring,Haritidis,Gold 18ct.,Rose,7923,50,<=50K
1296,Ring with sapphire,810,Women,Ring,Haritidis,Gold 18ct.,White,3960,35,<=50K
1297,Monoch Ring,1100,Women,Ring,Haritidis,Gold 18ct.,White,6392,42,<=50K
1298,Monoch Ring,1180,Women,Ring,Haritidis,Gold 18ct.,White,530,24,<=50K
1299,Monoch Ring,1280,Women,Ring,Haritidis,Gold 18ct.,White,1906,29,<=50K
1300,Monoch Ring,960,Women,Ring,Haritidis,Gold 18ct.,White,148,23,<=50K
1301,Monoch Ring,440,Women,Ring,Haritidis,Gold 18ct.,White,461,24,<=50K
1302,Monoch Ring,990,Women,Ring,Haritidis,Gold 18ct.,White,703,25,<=50K
1303,Monoch Ring,790,Women,Ring,Haritidis,Gold 18ct.,White,4411,36,<=50K
1304,Monoch Ring,1050,Women,Ring,Haritidis,Gold 18ct.,White,1949,29,<=50K
1305,Monoch Ring,990,Women,Ring,Haritidis,Gold 18ct.,White,7281,46,<=50K
1306,Monoch Ring,2500,Women,Ring,Haritidis,Gold 18ct.,White,6735,44,>50K
1307,Necklace Byzantine,410,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6459,43,<=50K
1308,Necklace Byzantine,380,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1633,28,<=50K
1309,Necklace Byzantine,380,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1504,28,>50K
1310,Necklace bar,220,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1862,29,>50K
1311,Necklace corona,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1244,27,<=50K
1312,Necklace rudder,220,Women,Necklaces,Haritidis,Gold 14ct.,Gold,3413,33,<=50K
1313,Necklace anchor,220,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5888,41,>50K
1314,Necklace Mommy,185,Women,Necklaces,Haritidis,Gold 14ct.,Rose,6727,44,>50K
1315,Necklace talisman,125,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2385,30,<=50K
1316,Necklace with colored stones,145,Women,Necklaces,Haritidis,Gold 14ct.,Gold,3411,33,<=50K
1317,Necklace heart,220,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7865,49,>50K
1318,Necklace tear,100,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2227,30,>50K
1319,Bracelet heart,195,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1685,28,<=50K
1320,Necklace Stavros,105,Women,Necklaces,Haritidis,Gold 14ct.,Gold,480,24,<=50K
1321,Necklace Stavros,105,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4589,36,<=50K
1322,Stavros Very Gavello Tattoo,955,Unisex,Necklaces,Very Gavello,Gold 9ct.,Rose,4901,37,>50K
1323,Bracelet Daniel Wellington Classic Cuff Gold Large,49,Women,Bracelet,Daniel Wellington Jewelry,Stainless Steel,Gold,4582,36,<=50K
1324,Bracelet Daniel Wellington Classic Cuff Gold Small,49,Women,Bracelet,Daniel Wellington Jewelry,Stainless Steel,Gold,2440,31,<=50K
1325,Ring Daniel Wellington Classic Gold (Size 56),35,Women,Ring,Daniel Wellington Jewelry,Stainless Steel,Gold,260,23,<=50K
1326,Ring Daniel Wellington Classic Gold (Size 52),35,Women,Ring,Daniel Wellington Jewelry,Stainless Steel,Gold,6787,44,<=50K
1327,Ring Daniel Wellington Classic Gold (Size 54),35,Women,Ring,Daniel Wellington Jewelry,Stainless Steel,Gold,7735,49,<=50K
1328,Cufflinks Montegrappa Vergina Sun Two Tone,260,Men,Cuff links,Montegrappa,Stainless Steel,White & Gold,328,23,<=50K
1329,Ring women's,110,Women,Ring,Haritidis,Gold 14ct.,Rose,672,25,<=50K
1330,Ring women's,100,Women,Ring,Haritidis,Gold 14ct.,Gold,7591,48,<=50K
1331,Necklace Stavros with diamonds,370,Women,Cross,Haritidis,Gold 18ct.,White,1603,28,<=50K
1332,Earrings Gloria Hope Silver,59,Women,Earrings,Gloria Hope,Metal Alloy,White,3369,33,>50K
1333,Necklace  PDPAOLA Zaza Gold,65,Women,Necklaces,PDPAOLA,Silver,Gold,7742,49,>50K
1334,Earrings PDPAOLA La Palette 3 Earrings Set,59,Women,Earrings,PDPAOLA,Silver,Gold,6714,44,<=50K
1335,Earrings PDPAOLA Zaza Gold,69,Women,Earrings,PDPAOLA,Silver,Gold,6512,43,<=50K
1336,Stavros female,290,Women,Cross,Haritidis,Gold 14ct.,White,6726,44,>50K
1337,Stavros female,430,Women,Cross,Haritidis,Gold 14ct.,Gold,2436,31,<=50K
1338,Stavros female,250,Women,Cross,Haritidis,Gold 14ct.,Gold,4951,37,<=50K
1339,Stavros female,280,Women,Cross,Haritidis,Gold 14ct.,Rose,4870,37,>50K
1340,Stavros female,310,Women,Cross,Haritidis,Gold 14ct.,Gold,7329,46,<=50K
1341,Stavros female,260,Women,Cross,Haritidis,Gold 14ct.,Gold,4141,35,<=50K
1342,Stavros female,260,Women,Cross,Haritidis,Gold 14ct.,White,4132,35,<=50K
1343,Stavros female,370,Women,Cross,Haritidis,Gold 14ct.,Gold,5258,38,<=50K
1344,Stavros female,380,Women,Cross,Haritidis,Gold 14ct.,Gold,5522,39,<=50K
1345,Stavros female,280,Women,Cross,Haritidis,Gold 14ct.,Gold,5069,38,>50K
1346,Stavros female,340,Women,Cross,Haritidis,Gold 14ct.,Gold,7027,45,>50K
1347,Stavros female,260,Women,Cross,Haritidis,Gold 14ct.,White,4558,36,<=50K
1348,Stavros female,280,Women,Cross,Haritidis,Gold 14ct.,White,6660,43,<=50K
1349,Stavros male,450,Men,Cross,Haritidis,Gold 14ct.,White,3031,32,<=50K
1350,Stavros male,340,Men,Cross,Haritidis,Gold 14ct.,White & Gold,4785,37,>50K
1351,Stavros male,350,Men,Cross,Haritidis,Gold 14ct.,White & Gold,7608,48,<=50K
1352,Stavros male,290,Men,Cross,Haritidis,Gold 14ct.,White & Gold,723,25,<=50K
1353,Stavros male,345,Men,Cross,Haritidis,Gold 14ct.,Gold,2321,30,<=50K
1354,Stavros male,420,Men,Cross,Haritidis,Gold 14ct.,Gold,4405,36,<=50K
1355,Stavros female,210,Women,Cross,Haritidis,Gold 14ct.,Gold,4765,37,<=50K
1356,Stavros female,330,Women,Cross,Haritidis,Gold 14ct.,Gold,1604,28,<=50K
1357,Stavros female,340,Women,Cross,Haritidis,Gold 14ct.,Gold,6337,42,<=50K
1358,Stavros female,390,Women,Cross,Haritidis,Gold 14ct.,White,6606,43,<=50K
1359,Stavros female,310,Women,Cross,Haritidis,Gold 14ct.,White,5197,38,<=50K
1360,Stavros female,320,Women,Cross,Haritidis,Gold 14ct.,White,3519,34,>50K
1361,Ring with diamond,890,Women,Ring,Haritidis,Gold 18ct.,Rose,1,22,<=50K
1362,Monoch Ring,800,Women,Ring,Haritidis,Gold 18ct.,White,4516,36,<=50K
1363,Earrings monopetra,1725,Women,Earrings,Haritidis,Gold 18ct.,White,3121,32,<=50K
1364,Monoch Ring,850,Women,Ring,Haritidis,Gold 18ct.,White,1374,27,>50K
1365,Konstantinato,165,Women,Religious jewels,Haritidis,Gold 14ct.,Gold,7697,48,>50K
1366,Earrings key G,95,Women,Earrings,Haritidis,Gold 14ct.,Gold,156,23,<=50K
1367,Stavros female,50,Women,Cross,Haritidis,Gold 14ct.,Gold,1406,27,<=50K
1368,Stavros female,50,Women,Cross,Haritidis,Gold 14ct.,Gold,33,22,<=50K
1369,Stavros female,85,Women,Cross,Haritidis,Gold 14ct.,White,3842,34,<=50K
1370,Stavros female,65,Women,Cross,Haritidis,Gold 14ct.,Gold,108,23,<=50K
1371,Stavros female,65,Women,Cross,Haritidis,Gold 14ct.,Gold,4912,37,>50K
1372,Stavros female,65,Women,Cross,Haritidis,Gold 14ct.,White,7656,48,<=50K
1373,Stavros female,140,Women,Cross,Haritidis,Gold 14ct.,White,6791,44,<=50K
1374,Stavros male,280,Men,Cross,Haritidis,Gold 14ct.,White & Gold,3641,34,<=50K
1375,Stavros male,280,Men,Cross,Haritidis,Gold 14ct.,White,3422,33,<=50K
1376,Pearl earrings,45,Women,Earrings,Haritidis,Gold 14ct.,Gold,6312,42,<=50K
1377,Earrings tear Gloria Hope Silver,49,Women,Earrings,Gloria Hope,Metal Alloy,White,4189,35,<=50K
1378,Set Necklace & Earrings Gloria Hope Silver,135,Women,Necklaces,Gloria Hope,Metal Alloy,White,5594,40,>50K
1379,Earrings tear Gloria Hope Silver,119,Women,Earrings,Gloria Hope,Metal Alloy,White,813,25,>50K
1380,Earrings Gloria Hope Silver Pearl,62,Women,Earrings,Gloria Hope,Metal Alloy,White,3746,34,<=50K
1381,Earrings tear Gloria Hope Pearl Rose Gold,89,Women,Earrings,Gloria Hope,Metal Alloy,Rose,6010,41,<=50K
1382,Earrings Gloria Hope Silver / Pearl,59,Women,Earrings,Gloria Hope,Metal Alloy,White,5766,40,<=50K
1383,Earrings tear Gloria Hope Rose Gold,79,Women,Earrings,Gloria Hope,Metal Alloy,Rose,3914,35,>50K
1384,Earrings tear Gloria Hope Pearl Rose Gold,79,Women,Earrings,Gloria Hope,Metal Alloy,Rose,7058,45,<=50K
1385,Earrings Gloria Hope,49,Women,Earrings,Gloria Hope,Metal Alloy,White,2231,30,>50K
1386,Necklace PDPAOLA Jasmin Silver,59,Women,Necklaces,PDPAOLA,Silver,White,1850,29,>50K
1387,Necklace PDPAOLA Jasmin Gold,59,Women,Necklaces,PDPAOLA,Silver,Gold,2431,30,<=50K
1388,Bracelet PDPAOLA Jasmine Gold,39,Women,Bracelet,PDPAOLA,Silver,Gold,6374,42,<=50K
1389,Ring PDPAOLA Narcise Gold,45,Women,Ring,PDPAOLA,Silver,Gold,5188,38,>50K
1390,Earrings Rings PDPAOLA Lily Silver,49,Women,Earrings,PDPAOLA,Silver,White,5516,39,<=50K
1391,Earrings Rings PDPAOLA Lily Gold,49,Women,Earrings,PDPAOLA,Silver,Gold,1350,27,<=50K
1392,Earrings PDPAOLA Royal Cavalier Collection Gold,79,Women,Earrings,PDPAOLA,Silver,Gold,5379,39,>50K
1393,Earrings PDPAOLA Pixie Gold Electra Collection,59,Women,Earrings,PDPAOLA,Silver,Gold,6060,41,>50K
1394,Ring Halfway PDPAOLA Victoria Gold,49,Women,Ring,PDPAOLA,Silver,Gold,4002,35,<=50K
1395,Earrings PDPAOLA Fleur Gold,49,Women,Earrings,PDPAOLA,Silver,Gold,2958,32,<=50K
1396,Earrings tear,190,Women,Earrings,Haritidis,Gold 14ct.,Gold,1776,28,<=50K
1397,Stavros with diamonds,540,Women,Cross,Haritidis,Gold 18ct.,Rose,2538,31,<=50K
1398,Necklace with emerald,1100,Women,Necklaces,Haritidis,Gold 18ct.,White,3072,32,<=50K
1399,Necklace with sapphire,1050,Women,Necklaces,Haritidis,Gold 18ct.,White,5318,39,<=50K
1400,Necklace with opal,870,Women,Necklaces,Haritidis,Gold 18ct.,Gold,6590,43,>50K
1401,Necklace with Tanzanite,690,Women,Necklaces,Haritidis,Gold 18ct.,White,4208,35,<=50K
1402,Necklace with Aquamarine,570,Women,Necklaces,Haritidis,Gold 18ct.,Gold,7008,45,>50K
1403,Necklace with Aquamarine,960,Women,Necklaces,Haritidis,Gold 18ct.,White,4148,35,<=50K
1404,Necklace with Aquamarine,1150,Women,Necklaces,Haritidis,Gold 18ct.,White,7092,45,>50K
1405,Necklace with Aquamarine,530,Women,Necklaces,Haritidis,Gold 18ct.,White,7096,45,<=50K
1406,Necklace with sapphire,650,Women,Necklaces,Haritidis,Gold 18ct.,Rose,535,24,<=50K
1407,Necklace with morganite,620,Women,Necklaces,Haritidis,Gold 18ct.,Rose,5300,39,>50K
1408,Necklace with emerald,590,Women,Necklaces,Haritidis,Gold 18ct.,Gold,2275,30,<=50K
1409,Stavros with diamonds,430,Women,Cross,Haritidis,Gold 18ct.,Gold,2425,30,<=50K
1410,Stavros with diamonds,700,Women,Cross,Haritidis,Gold 18ct.,White,6786,44,<=50K
1411,Stavros with diamond,800,Women,Cross,Haritidis,Gold 18ct.,White,2300,30,<=50K
1412,Necklace with amethyst,590,Women,Necklaces,Haritidis,Gold 18ct.,Rose,7754,49,<=50K
1413,Earrings with emerald,1950,Women,Earrings,Haritidis,Gold 18ct.,White,767,25,<=50K
1414,Earrings with emerald,850,Women,Earrings,Haritidis,Gold 18ct.,Gold,6365,42,>50K
1415,Earrings with morganite,950,Women,Earrings,Haritidis,Gold 18ct.,Rose,2675,31,>50K
1416,Earrings with sapphire,940,Women,Earrings,Haritidis,Gold 18ct.,Rose,531,24,<=50K
1417,Earrings with sapphire,1550,Women,Earrings,Haritidis,Gold 18ct.,White,3702,34,>50K
1418,Earrings with amethyst,850,Women,Earrings,Haritidis,Gold 18ct.,Rose,4325,36,<=50K
1419,Earrings with Aquamarine,1600,Women,Earrings,Haritidis,Gold 18ct.,White,6309,42,<=50K
1420,Earrings with Tanzanite,1100,Women,Earrings,Haritidis,Gold 18ct.,White,5049,38,<=50K
1421,Earrings with Aquamarine,1920,Women,Earrings,Haritidis,Gold 18ct.,White,5732,40,>50K
1422,Earrings with Aquamarine,780,Women,Earrings,Haritidis,Gold 18ct.,White,1944,29,>50K
1423,Earrings with Aquamarine,870,Women,Earrings,Haritidis,Gold 18ct.,Gold,3144,33,>50K
1424,Ring halfway,2000,Women,Ring,Haritidis,Gold 18ct.,White,1659,28,<=50K
1425,Ring with black diamond,1250,Women,Ring,Haritidis,Gold 18ct.,Rose,6081,41,<=50K
1426,Ring with emerald,1150,Women,Ring,Haritidis,Gold 18ct.,White,6738,44,>50K
1427,Ring with sapphire,1470,Women,Ring,Haritidis,Gold 18ct.,White,7805,49,<=50K
1428,Ring with morganite,590,Women,Ring,Haritidis,Gold 18ct.,Rose,6475,43,>50K
1429,Ring with sapphire,950,Women,Ring,Haritidis,Gold 18ct.,White,7935,50,<=50K
1430,Ring with sapphire,860,Women,Ring,Haritidis,Gold 18ct.,Gold,1442,28,>50K
1431,Ring with opal,950,Women,Ring,Haritidis,Gold 18ct.,Gold,3173,33,>50K
1432,Ring with Tanzanite,700,Women,Ring,Haritidis,Gold 18ct.,White,131,23,>50K
1433,Ring with amethyst,650,Women,Ring,Haritidis,Gold 18ct.,Rose,2390,30,<=50K
1434,Ring with emerald,700,Women,Ring,Haritidis,Gold 18ct.,Gold,5398,39,>50K
1435,Ring with sapphire,750,Women,Ring,Haritidis,Gold 18ct.,Rose,6358,42,<=50K
1436,Ring with Aquamarine,620,Women,Ring,Haritidis,Gold 18ct.,Gold,187,23,<=50K
1437,Ring with Aquamarine,680,Women,Ring,Haritidis,Gold 18ct.,Gold,5841,40,<=50K
1438,Ring with Aquamarine,820,Women,Ring,Haritidis,Gold 18ct.,Gold,2376,30,<=50K
1439,Ring with Aquamarine,1230,Women,Ring,Haritidis,Gold 18ct.,White,5741,40,>50K
1440,Ring with Aquamarine,1150,Women,Ring,Haritidis,Gold 18ct.,White,5587,40,>50K
1441,Stavros male,150,Men,Cross,Haritidis,Gold 14ct.,White & Gold,5321,39,<=50K
1442,Stavros male,145,Men,Cross,Haritidis,Gold 14ct.,White & Gold,1034,26,<=50K
1443,Stavros male,180,Men,Cross,Haritidis,Gold 14ct.,White & Gold,4026,35,>50K
1444,Stavros male,145,Men,Cross,Haritidis,Gold 14ct.,White & Gold,2266,30,<=50K
1445,Stavros male,140,Men,Cross,Haritidis,Gold 14ct.,Gold,1218,27,<=50K
1446,Stavros male,140,Men,Cross,Haritidis,Gold 14ct.,Gold,1225,27,<=50K
1447,Earrings rings,270,Women,Earrings,Haritidis,Gold 14ct.,Rose,6971,45,>50K
1448,Necklace eye,170,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5361,39,>50K
1449,Necklace eye with petal,180,Women,Necklaces,Haritidis,Gold 14ct.,Gold,70,22,<=50K
1450,Necklace eye with diamond,220,Women,Necklaces,Haritidis,Gold 18ct.,Gold,5817,40,<=50K
1451,Ring halfway,650,Women,Ring,Haritidis,Gold 18ct.,White,2824,32,>50K
1452,Ring with diamonds,800,Women,Ring,Haritidis,Gold 18ct.,White,1534,28,>50K
1453,Necklace with diamonds,3900,Women,Necklaces,Haritidis,Gold 18ct.,White,5108,38,<=50K
1454,Necklace heart with diamonds,800,Women,Necklaces,Haritidis,Gold 18ct.,White,631,25,<=50K
1455,Ring double,1500,Women,Ring,Haritidis,Gold 18ct.,White,5891,41,>50K
1456,Earrings PDPAOLA Majestica,95,Women,Earrings,PDPAOLA,Silver,Gold,3131,33,>50K
1457,Necklace PDPAOLA Cavalier Gold,89,Women,Necklaces,PDPAOLA,Silver,Gold,3261,33,>50K
1458,Earrings PDPAOLA Narcise Gold,45,Women,Earrings,PDPAOLA,Silver,Gold,6896,45,<=50K
1459,Earrings PDPAOLA Lavender Lis Gold,49,Women,Earrings,PDPAOLA,Silver,Gold,2494,31,>50K
1460,Earrings PDPAOLA Lumiere Gold,79,Women,Earrings,PDPAOLA,Silver,Gold,5455,39,>50K
1461,Ring PDPAOLA Lavender Lis,39,Women,Ring,PDPAOLA,Silver,Gold,4978,38,<=50K
